timestamp,topic,linear_x,linear_y,linear_z,angular_x,angular_y,angular_z
1758897409511614735,/odom,0.014934537645777334,0.00015059700144427453,0.0,0.0,0.0,-2.812363855502116
1758897409529139135,/odom,0.015023334445332956,5.4911267676008464e-05,0.0,0.0,0.0,-2.812303566391683
1758897409607945921,/odom,0.015108829419170194,-1.66707858956696e-05,0.0,0.0,0.0,-2.812259931717796
1758897409625465508,/cmd_vel,0.01,0.0,0.0,0.0,0.0,-2.84
1758897409637136994,/odom,0.015208859474535787,-2.9637670601934986e-05,0.0,0.0,0.0,-2.8124380797422948
1758897409646389783,/cmd_vel,0.01,0.0,0.0,0.0,0.0,-2.84
1758897409665049380,/odom,0.01537568306025908,2.149498760423401e-05,0.0,0.0,0.0,-2.813468683554399
1758897409676431044,/cmd_vel,0.01,0.0,0.0,0.0,0.0,-2.84
1758897409706813459,/cmd_vel,0.01,0.0,0.0,0.0,0.0,-2.84
1758897409708033830,/odom,0.015517253207209055,0.00010088371296476488,0.0,0.0,0.0,-2.81344071289686
1758897409735529902,/cmd_vel,0.01,0.0,0.0,0.0,0.0,-2.84
1758897409736044039,/odom,0.015630587845051044,0.00020134053332221315,0.0,0.0,0.0,-2.8128248861906973
1758897409761355905,/odom,0.015715050242972525,0.00030937404701928024,0.0,0.0,0.0,-2.813027085288031
1758897409766847932,/cmd_vel,0.01,0.0,0.0,0.0,0.0,-2.84
1758897409799920326,/cmd_vel,0.01,0.0,0.0,0.0,0.0,-2.84
1758897409806356330,/odom,0.015677223687736247,0.0009377179570934221,0.0,0.0,0.0,-2.8135502427596917
1758897409826004699,/cmd_vel,0.01,0.0,0.0,0.0,0.0,-2.84
1758897409838514523,/odom,0.015862806568702426,0.0004778243426563295,0.0,0.0,0.0,-2.812814445213443
1758897409855622900,/cmd_vel,0.01,0.0,0.0,0.0,0.0,-2.84
1758897409868214664,/odom,0.01557463995970006,0.0011326856819909347,0.0,0.0,0.0,-2.812487784156314
1758897409894450771,/cmd_vel,0.01,0.0,0.0,0.0,0.0,-2.84
1758897409915803159,/cmd_vel,0.01,0.0,0.0,0.0,0.0,-2.84
1758897409916482012,/odom,0.015632188675507357,0.0007893069498146653,0.0,0.0,0.0,-2.8128389249276107
1758897409943434439,/odom,0.015544961618112826,0.0012828298705387267,0.0,0.0,0.0,-2.812543046611928
1758897409945462287,/cmd_vel,0.01,0.0,0.0,0.0,0.0,-2.84
1758897409982769205,/cmd_vel,0.01,0.0,0.0,0.0,0.0,-2.84
1758897409988356936,/odom,0.014834415781335293,0.000997887594110626,0.0,0.0,0.0,-2.8115164960125605
1758897410005701753,/cmd_vel,0.01,0.0,0.0,0.0,0.0,-2.84
1758897410015448010,/odom,0.015328056269395039,0.0013461334184478716,0.0,0.0,0.0,-2.811384885053412
1758897410036551248,/cmd_vel,0.01,0.0,0.0,0.0,0.0,-2.84
1758897410049595240,/odom,0.014871943608295612,0.0008972305760858413,0.0,0.0,0.0,-2.81108822747005
1758897410102275547,/cmd_vel,0.01,0.0,0.0,0.0,0.0,-2.84
1758897410103233553,/cmd_vel,0.01,0.0,0.0,0.0,0.0,-2.84
1758897410105780295,/odom,0.014849720853695953,0.0009153972157500613,0.0,0.0,0.0,-2.8113752045581086
1758897410143065714,/cmd_vel,0.01,0.0,0.0,0.0,0.0,-2.84
1758897410157497486,/odom,0.014810682858393777,0.000728605992701384,0.0,0.0,0.0,-2.8108649701325006
1758897410179870438,/cmd_vel,0.01,0.0,0.0,0.0,0.0,-2.84
1758897410216112611,/cmd_vel,0.01,0.0,0.0,0.0,0.0,-2.84
1758897410245109732,/odom,0.01484053428123204,0.0006489379985349809,0.0,0.0,0.0,-2.8107230949407476
1758897410258431560,/cmd_vel,0.01,0.0,0.0,0.0,0.0,-2.84
1758897410291997728,/cmd_vel,0.01,0.0,0.0,0.0,0.0,-2.84
1758897410298565645,/odom,0.01485410787502895,0.0005460518401851711,0.0,0.0,0.0,-2.8110058756376843
1758897410321263630,/cmd_vel,0.01,0.0,0.0,0.0,0.0,-2.84
1758897410322179065,/cmd_vel,0.01,0.0,0.0,0.0,0.0,-2.84
1758897410345482949,/odom,0.014891604295555194,0.0004373435940397555,0.0,0.0,0.0,-2.8111419543972755
1758897410356401657,/cmd_vel,0.01,0.0,0.0,0.0,0.0,-2.84
1758897410372545437,/odom,0.0149546029470575,0.0003271466448490209,0.0,0.0,0.0,-2.8113102049359373
1758897410402389480,/cmd_vel,0.01,0.0,0.0,0.0,0.0,-2.84
1758897410426833834,/cmd_vel,0.01,0.0,0.0,0.0,0.0,-2.84
1758897410439375131,/odom,0.015043435022577729,0.0002272527039816081,0.0,0.0,0.0,-2.8114648652207124
1758897410449477347,/cmd_vel,0.01,0.0,0.0,0.0,0.0,-2.84
1758897410471357975,/cmd_vel,0.01,0.0,0.0,0.0,0.0,-2.84
1758897410539262313,/cmd_vel,0.01,0.0,0.0,0.0,0.0,-2.84
1758897410544519171,/cmd_vel,0.01,0.0,0.0,0.0,0.0,-2.84
1758897410558394389,/odom,0.015156042482789515,0.00014382629761874096,0.0,0.0,0.0,-2.8116456993413985
1758897410581338670,/cmd_vel,0.01,0.0,0.0,0.0,0.0,-2.84
1758897410612615030,/cmd_vel,0.01,0.0,0.0,0.0,0.0,-2.84
1758897410617288043,/odom,0.01528410940267895,7.215292351603949e-05,0.0,0.0,0.0,-2.8120564915680397
1758897410670443669,/cmd_vel,0.01,0.0,0.0,0.0,0.0,-2.84
1758897410677761716,/odom,0.015233965284905341,0.000567561929201329,0.0,0.0,0.0,-2.8124077727484873
1758897410700336604,/cmd_vel,0.01,0.0,0.0,0.0,0.0,-2.84
1758897410720426869,/cmd_vel,0.01,0.0,0.0,0.0,0.0,-2.84
1758897410750654055,/odom,0.01536851050492952,0.00043278833550002005,0.0,0.0,0.0,-2.812258769767584
1758897410792369180,/cmd_vel,0.01,0.0,0.0,0.0,0.0,-2.84
1758897410797677764,/cmd_vel,0.01,0.0,0.0,0.0,0.0,-2.84
1758897410844523501,/odom,0.015525322389553524,0.00019882355016382757,0.0,0.0,0.0,-2.812454249083211
1758897410848295931,/cmd_vel,0.01,0.0,0.0,0.0,0.0,-2.84
1758897410848831722,/cmd_vel,0.01,0.0,0.0,0.0,0.0,-2.84
1758897410903351793,/odom,0.014754990306752092,0.0006112723302238417,0.0,0.0,0.0,-2.8119290199937033
1758897410930965871,/cmd_vel,0.01,0.0,0.0,0.0,0.0,-2.84
1758897410931303184,/cmd_vel,0.01,0.0,0.0,0.0,0.0,-2.84
1758897410944922857,/odom,0.015293817959077784,0.0006215342576858947,0.0,0.0,0.0,-2.811045685690901
1758897410970610841,/cmd_vel,0.01,0.0,0.0,0.0,0.0,-2.84
1758897410984688840,/cmd_vel,0.01,0.0,0.0,0.0,0.0,-2.84
1758897410986047638,/cmd_vel,0.015,0.0,0.0,0.0,0.0,-2.84
1758897411013296998,/odom,0.014885386255245457,0.0005485188202837494,0.0,0.0,0.0,-2.811121804597147
1758897411068320478,/odom,0.02028298098747335,0.0008126931975169866,0.0,0.0,0.0,-2.8109579946826306
1758897411087227909,/cmd_vel,0.02,0.0,0.0,0.0,0.0,-2.84
1758897411107496472,/odom,0.019916293055960772,0.0002806308589320132,0.0,0.0,0.0,-2.8105459797748895
1758897411143493668,/odom,0.02497062374303801,0.00019150263833838787,0.0,0.0,0.0,-2.810357866700752
1758897411188178363,/cmd_vel,0.02,0.0,0.0,0.0,0.0,-2.84
1758897411190832530,/odom,0.025035599815953224,7.7954885522649e-05,0.0,0.0,0.0,-2.8104507535928085
1758897411246348259,/odom,0.02511632814390289,-2.6896401212320523e-05,0.0,0.0,0.0,-2.810978002849433
1758897411276394312,/odom,0.025232862612105902,-1.5901114171079297e-05,0.0,0.0,0.0,-2.8112569140861443
1758897411288931436,/cmd_vel,0.02,0.0,0.0,0.0,0.0,-2.84
1758897411298299935,/odom,0.025382114458740168,5.2409779571502627e-05,0.0,0.0,0.0,-2.8116116768502213
1758897411323031148,/odom,0.02551646927774577,0.00014371579881725452,0.0,0.0,0.0,-2.8116061078652423
1758897411349814988,/odom,0.025633917261895903,0.00024979061932072985,0.0,0.0,0.0,-2.8114882749026253
1758897411381034624,/odom,0.02573503637139737,0.0003638079615602037,0.0,0.0,0.0,-2.811517391789606
1758897411389303430,/cmd_vel,0.02,0.0,0.0,0.0,0.0,-2.84
1758897411411900098,/odom,0.02585266701767701,0.0005648606149449079,0.0,0.0,0.0,-2.812253406700493
1758897411446172627,/odom,0.026011085689543405,0.0005198243756416067,0.0,0.0,0.0,-2.8120229042180873
1758897411478812117,/odom,0.02564723885691541,0.0011364725952986501,0.0,0.0,0.0,-2.8110292313918803
1758897411489990969,/cmd_vel,0.02,0.0,0.0,0.0,0.0,-2.84
1758897411510633023,/odom,0.025140184209487368,0.0011539292891694867,0.0,0.0,0.0,-2.8115042665125425
1758897411544123857,/odom,0.025554293184099332,0.0013609798064567911,0.0,0.0,0.0,-2.8106411155680164
1758897411567060620,/cmd_vel,0.025,0.0,0.0,0.0,0.0,-2.84
1758897411619536340,/cmd_vel,0.030000000000000002,0.0,0.0,0.0,0.0,-2.84
1758897411635265047,/odom,0.02487205393815851,0.0010743519899615891,0.0,0.0,0.0,-2.8098946527514075
1758897411637171946,/cmd_vel,0.035,0.0,0.0,0.0,0.0,-2.84
1758897411655999702,/cmd_vel,0.04,0.0,0.0,0.0,0.0,-2.84
1758897411684792568,/odom,0.009218146737899571,0.0011331281385422002,0.0,0.0,0.0,-1.5584291287308518
1758897411687153721,/cmd_vel,0.045,0.0,0.0,0.0,0.0,-2.84
1758897411711494455,/odom,0.008334604928140556,0.00011757796501266608,0.0,0.0,0.0,-0.3335456238514846
1758897411716154238,/cmd_vel,0.049999999999999996,0.0,0.0,0.0,0.0,-2.84
1758897411737596794,/odom,0.011121034414402545,0.000816116480316693,0.0,0.0,0.0,-0.46677323635839324
1758897411745893253,/cmd_vel,0.05499999999999999,0.0,0.0,0.0,0.0,-2.84
1758897411780677979,/cmd_vel,0.05999999999999999,0.0,0.0,0.0,0.0,-2.84
1758897411783024855,/odom,0.01265351102087934,0.0005117866074651117,0.0,0.0,0.0,-1.596903023227817
1758897411806014024,/cmd_vel,0.06499999999999999,0.0,0.0,0.0,0.0,-2.84
1758897411810419638,/odom,0.013494300903853522,0.0004937847672027422,0.0,0.0,0.0,-2.0737065260325918
1758897411835153834,/odom,0.013624888425322149,0.0003711320530125359,0.0,0.0,0.0,-2.1238378308147685
1758897411836501254,/cmd_vel,0.06999999999999999,0.0,0.0,0.0,0.0,-2.84
1758897411870303714,/cmd_vel,0.075,0.0,0.0,0.0,0.0,-2.84
1758897411889363961,/odom,0.029909777438090042,0.0005803422015858515,0.0,0.0,0.0,-2.3793102848163854
1758897411896013808,/cmd_vel,0.08,0.0,0.0,0.0,0.0,-2.84
